d1914a1 d1914a2 2I1M18P2I10P2D1P7I18P1D10P1I1P1D5P1I3P4M3D1I
d2dkja_ d3fvsa_ 15D22I1M2D2I4M2P1M3P2I3P3I5P2M1P1M2I3M7P1M10D1M2P1M3P1M6P4M2P4I1M28P3D9P2D1P1M13P2M1P10I1M13P1M8P2I8P3I21P1D4P4M5P1I3P2I1M3I13P2I8P1D1P1D2P1M2P2M27P1I1P2I1P2I2P1I19P1M5P2D6P1I9P2I2M14I8P1M1D1P2D1M6P3M1I5M1D1I2M8P1D1P2D1P2M3D2M1D3M8P3M18D
d2dkja_ d3k40a_ 51I2P2I2P2M2P1I2M2P3M2P3M26P1M1P1M4D1M2P1M1D19P1I1P3I2P6I21P1M18I1M1P1I7P2D1P1D6P3D5P1I10P2D16P1M5I7P2I38P1I2P1I2P1M1I20P1I5P1D1P2D5P3D1P1M5D1M3P1D10P2M26P1I6P1D13P2M1P2M9P1I10P1D2P1M6D7P1D2P1D5P1D2M14P1M19D4I
d2dkja_ d3k7ya_ 12D23I1M2D2I1M1D1I4M3P1M3P7I3P2M1P1M1I1M1P1M1I2M2I3M7P1M14D14P5I1P4I1P1M1P1M15P2M1I1P1M8P2D1P1D5P1D1P1D4P1M9P1I21P1I1M6P3I9P3I22P1M2P1M1I1M2P1M1P1M4P1I1P1M5I13P2I7P4M1P2I5M8P3I13P2M1P1I1M2I2M2P2I25P6I2M1P1M7P1I6P1M2D2M5P1D2P1M1D1P2D1M5P13D6P1D2M4D1M3D1P2D10P3M19D4I
d2dkja_ d3l44a_ 9D39I2M3P1M2I1M2P5I6P1M1I2P1I1P2I2P1I9P1I2P1I7P2D1P10D1P1D20P1M17P1M2I2M8P2D4P1M2I1M3P6I1P1I5M1P1M1I7P6D14P2I7P2I3P1I5P3I29P2M1P1M1P1I2M11P1M1D3M8P1D8P2M1I4M6P1I26P1M3P1M9P1I6P1D1M4P1I6P2M11I3M18P1M1P13D1P1M6P1D1M4P1M1I4M9P1M2P2M19D
d2dkja_ d3pdxa_ 18D9I5M2P1M2P5I10P1M2I1P2I1P2M6P2M10D1M12P1M1D1I2M3P2I29P3D7P1D1P1D3P2M10P4M1I1M11P1D1P2M7P2I8P3I26P1M1D1I2M7P1I1P3I1M13P2I10P1M1I1M1I1P5M7P2I2P1M14P3M1P1M3P1M20P1M3P1D6P1I6P1M2I2M1I2M5I6P3M1D1P2D2M5P4M6D1M7P1D2P4D1M4D1P1D10P3M19D5I
d2dkja_ d3piua_ 11D12I8M2I2M3P1M4P1I1M1P4M2I1M3I1M1I4M7I2M1I1M6P1M2D1M7D1M3P1M11P3I5P2I1P1M27P2D6P2D1P3M1P2M11P1M2P1M10P2M1P1I1P5I1M7P2I8P3I26P4M8P1M7I15P1I6P1M1P1M1P2M9P1D2P1D8P1M2P2M1P1I1P1I2M17P1M12P1D1P1D5P1I9P1M9I1M10P3D1M6P2I1M4P6D10P2D3M3D5M6P5M19D1I
d2dlka1 d2dlka2 1I23P1D4P1I2P5I
d2dlka1 d2dlqa1 2I5P2D19P4D
d2dlka1 d2drpa2 1I5P2D20P3D
d2dlka1 d2glia1 1I28P2D3I
d2dlka1 d2j7ja1 1I23P1D4P2D
d2dlka2 d2j7ja1 28P8D
d2dloa1 d2gvia2 5D1M13P1I1M15P2I
d2dloa2 d2gvia2 4I10P2M5P1D12P3D
d2dlqa1 d2dlqa2 1D25P3I
d2dlqa1 d2dlqa4 2D21P1D2P4I
d2dlqa1 d2drpa2 1D25P1I
d2dlqa1 d2glia1 1D1M5P2I19P5I
d2dlqa1 d2glia4 6P2I20P3I
d2dlqa1 d2j7ja1 1D6P2I16P1D2P2I
d2dlqa2 d2dlqa4 1D21P1D2P3D4I
d2dlqa2 d2drpa2 25P3D1I
d2dlqa2 d2j7ja1 6P2I16P1D2P3D2I
d2dlqa4 d2drpa2 1I22P1I2P3D
d2dlqa4 d2j7ja1 1I5P2I20P2D
d2dlxa1 d2vm1a_ 22D2M3P1M1P4I33P1D2P1M1D1P1D5P1D12P2D20P1D1P1D24P11D
d2dlxa1 d3gixa_ 21D1P2M2P2M1P3I9P2D11P1M10P1D4P2D4P1M14P2D21P1D5P8I4P1I2P1I16P2M6D16I
d2dlxa1 d3ph9a_ 20D9I1M1P2D61P4D1P1M2P2M2P1M1I18P1I2P7I4P2I13P2D2P1D2M5D
d2dm6a2 d2jhfa2 2M6P1D29P1D16P1I31P1I20P1I13P1I10P2D2P2D1P2M2P1D9P1D9P1I1M16P2D1P1M1D
d2dmba1 d2nqca1 15P1D29P1M2D9P1D1P1M22P1I14P1M14D3I
d2dmba1 d2oz4a2 3P1M6P3D21P1I1P2I8P5D11P3I11P2I11P1M3I3P1D2P1D7P15D
d2dmba1 d2w0pa_ 1D14P1D29P1M2D48P1M14D
d2dmba1 d3rgha_ 2I15P1D80P1M14D
d2dmda1 d2j7ja1 1D1P1D4P1I1P1I19P1M
d2dmya1 d2nuga2 12D11P5I52P9D
d2dn7a1 d2dtge1 2I12P3I12P1M13P1D3P1D6P1M4I5P1I9P1D28P1M1I
d2dn7a1 d2dtge2 2I5P1I19P1D4P1I12P2D20I3M5P1D24P1M4I1M14P2D
d2dn7a1 d2dypd2 1I8P2I1P1I2P1M2P1I8P1D1P1D1P2D10P3D1P1D9P2M22P1I2P2I13P3D
d2dn7a1 d2fcba2 1D1M7P3I1P2M12P1D1I1M2D1M9P5D1M8P1D11P2M28P
d2dn7a1 d2fnba_ 5I4P1I18P1M4D1I1M1P1M1P1I9P1I4P1M45P4D
d2dn7a1 d2gysa2 6I13P1D7P1D2P1M1D1I1M3P2I13P2I8P2D8P2I15P5I1P1I7P1I8P2M
d2dn7a1 d2gysa4 5I9P2D1P2D8P7D14P2I9P1D23P5I8P1I4P6D
d2dn7a1 d2haza1 2I6P1I4P1D16P1I28P5I2P1M1P1M4P1D19P1I8P1M1D
d2dn7a1 d2hfta1 5I5P1I8P1D8P1M2D1M2D15P1D4P1I4P1D8P1I1P2I14P3I1P1I1P2M6P1I6P2D2I
d2dn7a1 d2hfta2 1I6P1I4P1D12P2M10I1M1D2I1M1P2I1M10P2D9P2D7P1D15P2I1P2I7P1I5P5D
d2dn7a1 d2hyma1 8I1M1P1M10P1D11P1M1P1D14P1I6P3I4P1D8P2I30P1M2D6I
d2dn7a1 d2ibga1 6I7P1I17P1M1P1M1I1M12P1I11P1I9P1I4P1D11P1M8P9D
d2dn7a1 d2ic2a1 11P3D11P1M14P1M1D6P1I5P10I1M24P1I8P1I6P2D
d2dn7a1 d2oz4a2 1I1P2I8P1I3M1I1M11P1D1P1D4P2I7P6D4P1M1P1M2P6I1M9P1I1M12P1D1P2M12P2D
d2dn7a1 d2q3za3 1M10P1I1M1I1M12P1M1I1M3P1I9P5D2I2M6P1M9I1M6P1D17P1M10P5D
d2dn7a1 d2rb8a_ 2I5P1I19P1D1P2D16P1I33P1M14P2D
d2dn7a1 d2vkwa2 13P1I11P1M66P3D
d2dn7a1 d3n1fc_ 1I6P1I4P1D3P1I8P1D1P1D1M1D15P1I1P2I17P1M23P1I7P3D
d2do3a1 d2g3ra1 10D1M9P1M2P1I1M10P1I11P1D15P1D1I
d2do3a1 d2heqa1 8D9I1M11P1I2P3I1P2I14P2I1P1I7P1D15P1M
d2do3a1 d2rh2a_ 8D1M12P1M2D12P4I1P1I10P1I14P1D
d2do3a1 d3pmta_ 8D11P1D1P1M1P2I12P2I25P2D
d2doba_ d3bqpa_ 1I1P1D18P1M1I1M2I1M13P1D3P3D22P1D16P
d2doda1 d2doea1 2I3P1M1D1M1D43P1I17P2M
d2doda1 d2dofa1 3M4P2M31P3I28P1M
d2doea1 d2dofa1 1D1I1M2P1D2P1I41P2I17P1D2P2M1I
d2dpka1 d3bwuc1 3D26P2D14P1M1D2I1M2P2D4P1M1I9P1D8P1I1P1M1P1M1I1M12P1M3P2M1D2I5M1P1M2D11P2M
d2dpka1 d3e9ta_ 1M29P1D64P4D1P1D17P3D
d2dpka1 d3e9ua_ 3I2P2I28P1D66P1I2P5I1P18I1P2I17P2I2M2I1M7I
d2dpka1 d3es6b1 3I3M6P1D1M3P1I2P2I12P1D2P2D12P1D4P1M1D1M10P1M2P1D10P1M3D1P1D12P4I1M2I2P1M1P1M1D1P5M10P3D
d2dpka1 d3fsoa_ 31P1D46P3D1M14P5D17P3D
d2dpwa1 d2vsha_ 2M8P12D24P1I1P1I6P3I1P3I1P1I3P2I2P3I1P1I1M21P5I1P3I25P1M11P1M9D4M10I5M20P1I2P2M5P2M27D2I1M1D4M2P1M1D12P1D4P1I1P2I5P4I
d2dpwa1 d3q80a_ 2M12P3M2P1D1P1D24P1I1P1I6P3I2P1I1P2I3P1M23P2I26P1I12P3D1M6D4M11I1M1P2M1D1M23P2M1P2D1M28D3I1M2D1I1M1P1D3P1D12P1D10P8I
d2drpa1 d2drpa2 7D26P4D
d2drpa1 d2epsa1 6D3I28P1M2D7I
d2drpa1 d2j7ja1 7D6P2I16P1D3P2D1P1D
d2drpa2 d2glia1 1M5P2I20P4I
d2drpa2 d2glia4 1I5P2I21P2I
d2drpa2 d2j7ja1 6P2I16P1D3P1I
d2drwa1 d2hdsa_ 2I17P1I13P1D60P1I1P1I19P1M1P1M2P1M4D1M1D2P2M2P1M2P6M50P1M1D3M11P21D6P1D2P3M24P2I1P1I1M1I1P3M12P1M5D1M9P1M3I2M1P1M28I2M32P6D18P4D
d2dt4a_ d2hx0a_ 1M1D7P1D30P1I15P4D1M20P4D24P1I4P1I20P1I7P1M3D4I
d2dt4a_ d2p6ya_ 6D2P1D31P1I15P4D22P3D1P1D22P1I24P1I7P2M2D2I
d2dt4a_ d3htna_ 8D8I1M103P1I11P1D7P1I8P2M2D1I
d2dt5a2 d2fy8a1 3D1M6P4D7P2M3P4M5P1D1P1D2P2M2P1I1P2I1P1I6P1I1P3I5P1I29P2I9P2I1P2I2P1I3P2D20P2D
d2dt5a2 d2hmta_ 2D2M18P4M1D1M2P1D10P2M1I3P1I6P1I1P1I1P2I4P1I3P1D13P2I21P3I2P2I3P1M2D1P1M4P4I9P6M1I1M1I
d2dt6a1 d2dt7b1 28I56P7D
d2dt8a_ d2g7za_ 2I42P1M3I9P3D22P1I30P1M66P1M1P1D1M4D1M39P1D25P1D1P1M1D28P
d2dt8a_ d3fdja_ 1D12P1D1P1D2P1M13P1M40P1D3P3D27P5I1M63P2D1M4P4M1P2I8P1I28P1M1D1P1D1M24P1D30P1M
d2dt8a_ d3lupa_ 1I13P3M4P1M23P1M32P1I30P1I65P4M15P1I31P1D27P1D1M28P1I
d2dt8a_ d3nyia_ 1D32P1I8P1I3P2I6P1M2P1D1M1P1D47P1I2P3I1M1I1M68P3M41P2I28P1M6P1I25P4I
d2dtge1 d2dtge2 1M1I1M12P3D27P2M2D22I1M3P1M5D3P1M1D9P1I12P4I1M14P3D
d2dtge1 d2fnba_ 4I1M13P3D11P1M1P2D12P2I1P1I7P1M5D1P2M11P1I25P5D
d2dtge1 d2gysa2 3I2M1I12P4D8P1D3P2M2P2I10P2I1P3I1M6P6D1P1D1P1M1D6P2I3P1I11P5I1P1I7P1I10P1D
d2dtge1 d2haza1 1M1I1M11P4D11P2M1P1I13P2I1P1I7P1M4D4P1I2P1I5P1M3P1I19P1I8P1M2D
d2dtge1 d2hfta1 3I1P1I1M9P1D3P2D1P1D8P1M2P3D2P1D8P2I9P5D1P1M1P1M1D6P1I1P1I1P1I1P1I12P2I1P1I1P1I1M6P1I5P1M3D2I
d2dtge1 d2hfta2 13P1D1P3D10P11I2P1M1D1I1M1P2I18P1M5D1P1D1P1M1D5P1D2P1I12P1I1M1P3I6P1I5P6D
d2dtge1 d2hyma2 5D8P4D10P1M1I1P1I1M1D2I1M11P1I9P1M4D4P3I2M9P1I10P3M1I1M1P1M3P1I9P1I2P3I
d2dtge1 d2ibga1 4I1M1P1I11P1D1P2D12P1I2P1M12P2I1P1I1P1I6P1M4D1P2M1P1D1M9P1I11P1M8P10D
d2dtge1 d2ic2a1 2D11P6D11P1I2P1D11P1M1I5P1I2P1M3D1M2P1M1D9I2M9P1I13P1I8P1I6P3D
d2dtge1 d2je8a1 1D1M12P3M1I1M11P1M1P1I1M13P1I3P1M3P2M2D1M1P1M2D5I2M10P11I10P2M12P5D
d2dtge1 d2rb8a_ 1I13P3D13P1D1P2D11P2I1P1I7P1M4D4P1M1D9P1I12P1M14P3D
d2dtge1 d2vkwa2 2D3P1M9P2D26P1I1P1I4P1I5P5D4P1D9P1I26P4D
d2dtge1 d3n1fc_ 1M12P1D1P2D9P1D3P2D12P1I2M4I6P1M5D1P2M1P1M9P1I19P1I7P4D
d2dtge2 d2gysa2 3I16P1D10P1D1I1M3P1I12P1M18D2I2M1D1I1M5P1D8P2I17P1M2I3M6P1I8P2I
d2dtge2 d2haza1 13P1D14P1I16P1M21D3I1M5P1I3P4I22P4D1M6P1I8P1I
d2dtge2 d2ibga1 4I26P1I3P1M1P1M11P2M19D2I1M1D1I1M6P2I22P1D2P3D1M7P7D
d2dtge2 d2rb8a_ 2M26P2D1P1D12P22D5I1M5P1I25P4D15P
d2dtge2 d2vkwa2 2D5P1D6P1I15P1M14P22D4I1M5P1I25P4D1M13P1D
d2dtge2 d3n1fc_ 1D24P1D2P1D2P1D12P1M18D3I1M2D2I1M5P1I25P4D1M6P1I7P1D
d2dtge3 d2haza1 3M22P1I2P2I14P23D12P1M1D1I1M26P1M6D1I13P1I
d2dtge3 d3n1fc_ 1M1P1D10P1I13P1D1M13P1M1P1D2P19D1M10P4D1M24P1M5D1M12P1D
d2dtxa_ d2ehda_ 5D36P2I1P1I1P2I3P2I86P1M1P1M30P1I10P38D17P1M4P1D7P12D
d2dtxa_ d2ekpa_ 6D37P2I2P1I11P1M1P1D80P2I26P1I22P1D1P1M8D2M1P2M45P7D
d2dtxa_ d2fr1a1 1D3I3M1P1M26P1I8P1I1P4I3P1I1P2I1P6I21P1D24P3M24P1M4D38P1D1P2D12P25D5P1M2D16P2D2P2D2P1D8P3M1I3P2I2M12I1M1D1I1M
d2dtxa_ d2fwmx_ 1P1D1P1D37P1M1P1I122P1I12P37D33P2M6D
d2dtxa_ d2gdza1 4D37P2I1P1I1P2I3P8I40P5D1P3D25P3I44P2I1P1I20P1D2P1M9D10I4M6P3D17P2D14P1M10D7I
d2dtxa_ d2h7ma_ 1M2P1D13P2I22P1I2P2I1P1I1P2I3P3I25P3I13P1I1P2I1P2I33P2D13P1D29P1M1I23P4M4D2I1M1D4M6P2I2P2I4P1I36P5D
d2dtxa_ d2o23a_ 2D1M36P2I3P1I1P2I3P3I44P6I32P1I1P4I1P1I40P1M1I15P21D9P1I18P2D16P1D3M5D2I
d2dtxa_ d2pd6a_ 1P1M38P1I2P2I1P2I3P1I25P1I49P1I1P1M43P1I16P21D43P10D
d2dtxa_ d2q46a_ 4D1I2M25P2I8P3I2P1I3P3M17P3D1P4D13P3M2D11I5M1P2M21P1M4D12P1M2I3P1M2P3M17P3D13P1M26D16I2M2P1M1D19P1M1D2P1D7P1M11D22I
d2dtxa_ d2rhca_ 5D1M34P2I2P1I1P2I3P6I71P2I5P1M43P1I25P2M1D1I1M52P1M7D
d2dtxa_ d2vz0a_ 5D1M33P1I2P2I4P3I1P7I9P4I35P2M7P1I19P2D1P1D43P1I14P2D3P1D1P10D14P1I40P5D
d2dtxa_ d2z1na_ 40P2I2P1I1P2I3P8I23P1D96P1I10P1M1D1M1D2M1D1M1P2D1P18D41P8D
d2dtxa_ d3afma_ 42P2I2P1I2P9I38P1I39P5I15P1I27P1I19P1D1P3D1P6D1P1D31P1I17P1D1M1D1M5D
d2dtxa_ d3ai2a_ 1M40P2I4P3I1P7I119P1I26P3M12P1I41P2M6D
d2dtxa_ d3awda_ 2I1M1I1M38P2I2P1I1P2I3P6I40P1I36P1M16P2I26P1I22P1D1P1M8D2M1P2M45P7D
d2dtxa_ d3e9nd_ 7D21P1D12P2I4P2I1P2I10P1I1P2I1P1M7P1D1P3D10P11D30P1D8P10D24P1I10P38D17P2M2P1M1D7P12D
d2dtxa_ d3ezla_ 6D33P2I1P2I1P2I3P1I1P5I87P3M3D3I1M27P1I17P1M1D1P10D51P8D
d2dtxa_ d3f1la_ 4I2P1I39P2I3P1I1P2I1P7I9P1I1P1I30P1I100P2D2P9D2P1M2D1M6D33P11D
d2dtxa_ d3gdfa_ 12I1M1I1M15P2I22P1I2P2I4P3I1P7I76P1M17P2I41P1D2P2D4P8D2M1P1M46P7D
d2dtxa_ d3i4fa_ 5D1M34P1I1P2I4P3I1P6I39P1I1P1I49P1I1P1I2M28P1I13P4M28D9I34P1M1D1M1D1I1M5D
d2dtxa_ d3ko8a_ 7D33P3I1M2P1I1M1P1I13P1D3P3D3P5D10P1I1P1M1P2M3D2M2D24P1M4D14P1M1D12I2M22P2D12P5M3P1I1M1P2M3P1M2I6M2D1I2M2D2P4D16P2M3P1I11P31I3P1M7D31I
d2dtxa_ d3l6ea_ 6D35P2I1P1I1P2I3P3I38P6D32P1D9P2M3D3I1M27P1I12P1D1P2D1P1D1P1D1P26D18P2M2P1M1D7P2M10D1I
d2dtxa_ d3l77a_ 5D1M35P1I1P1I3P3I1P7I76P1D41P1D16P2M1P2M7D1M2D1M1P2D1M1P1D2P7D18P1M4P1D7P4M1P2M5D
d2dtxa_ d3n74d_ 2D38P1I2P2I1P2I3P3I40P1I36P4I43P1I10P32D40P8D
d2dtxa_ d3nuga_ 1P1D38P1I2P2I1P2I2P1I1P2I74P1I45P1I21P3M10D1M47P1M7D
d2dtxa_ d3o26a_ 6D34P2I2P1I1P2I1P1I2P6I10P1I30P1M29I1M2D3I1M45P1I2M42I2M24P1D18P1M16D1P3D1M7D18P1M9P5D1M9D
d2dtxa_ d3oiga_ 1D1I1M15P2I22P3I2P2I3P1I2P6I38P1I1P2I2P1I32P1D2P1D42P1I17P1D2P2D3P6D1M1P2M50P1M1P3D
d2dtxa_ d3pgxa_ 2D38P13I1P2I3P2I3P6I1P1I72P1I45P1I17P2D5P2M12D10I3M4P1I2P1I36P7D
d2dtxa_ d3pk0a_ 1I2M38P2I2P1I1P2I2P1I1P6I88P1I31P1I18P1M2D1P9D54P1M1P3M1I
d2dtxa_ d3pxxa_ 1M3I1M38P12I1P2I3P2I1P1I1P6I41P1M2D1M29P2D16P2I1M1I1M1P3I24P1I19P1I4P2I1M2I4M2D1M16P1I36P1M6D
d2dtxa_ d3tzqa_ 2D37P2I3P1I1P2I2P1I1P2I39P2I80P1I18P1D2P10D1P1D53P3I1P1M2I1P1M2I
d2dtxa_ d3ucxa_ 2P2D36P2I4P2I1P1I1P6I37P1I39P1D42P1I14P2M2P2M1P2M3P4M52P1M7D
d2dtxa_ d3vc7a_ 2D1P1D36P2I2P1I1P2I3P3I73P2D44P1I14P4D1P1D1P3D1P9D1M28P1D21P1M4D
d2dtxa_ d3zv4a_ 1M1P2D36P2I2P1I1P2I3P3I40P1I4P1I2P2I1P1I29P1D16P2M38P1D2M5D4I2M10D7P1I22P1I23P1M2I1M1D2I1M7I
d2duya1 d3bzka1 17I2P1I1P3M31P4I28P3I
d2dvta1 d2f6ka1 2D15P2I1P1M2I1M1I1M1P3M2D2M2D1M2P2D3P1D24P1D67P6D31P2D3P1D57P1M5D2M3P2D10P1D35P1I1P2I11P1I20P1M1D
d2dvta1 d2ffia1 1D2I1M10P3I2P2I1P1M4P1M7D1M3D3P2D3P1D23P12D1P2D24P3D2P3M7P1D10P3M5D1M27P24D2P2D2P1D7P1D3P1D2P1D11P1M3I1M2P2I2M2P2M16D1M3P1D1M10P10I1M2I25P6I35P
d2dvta1 d2ftwa2 1D1M10P1M2D3P1M1D1M10D1M3P2D2P1D19P1M2D1M1P8D3P1M14P1I3M10P1D26P1M1P3D1P1M1D1M3P1D21P2M1I2M1I1M2P1M5P2I3P1I2P1M1P3M1P1M12P2D16P2M4P3M19D1M1P1M1P3M12P1M26I1M1P1M3P1M2P1M1I2P1M8P1I1P19I15P5I21P5I
d2dvta1 d2gwga1 2D10P1I1M3I2P4M14D23I2M1D1I1M24P6D37P3I28P1M2D1I2M29P16D3P2D46P2M1D1M2D1M1P4D1M16P1D27P1I2P8I1M1I1M10P1I18P3I1P2I2P4I
d2dvta1 d2hbva1 1D1M11P1I1P4I1P8I2P1M9I4M2D2I2M1D2M1P1D7P1D79P1D12P6D31P3D1M2P1D1M1P1M31P1I24P1M1P1D1P1M1P1M12P1D9P1D27P1I2P1M32P
d2dvta1 d3pnza_ 1D14I1M12P1M1P1M1P6M4D1P2D1M2P6M19P1M2D1M1P1M10D1M3D1P2M1P2M2P2M1P1M1I1M9P23I1M3I1M1P1I1P1I15P6I10P1M6D2I1M2P1M2P1M1D2M1P1M16P23D2P2D3P1D7P1M1P2M3P2M7P1M2P2M3P1M20D1M1P1D1M12P7I1P2I11P1M13P2I1P7I1P1I5P1I6P3I1P4I2P1I17P1M1D2I
d2dw4a2 d2iida1 25I1M1D1I2M46P2I13P1D1P1M18P1I2P1M1I4P1M1I2M3P1M4P1I2P1M11I1M8P1M4P2M1P1M8I5M2D1M8P6M1P1M84D2M3D2M1D2M4P1D2P1M5D8P1M3P5M1I3M18P1I2P1I24P1D2P1D20P4D26P2M10P4D11P1D25P
d2dw4a3 d2iida2 17P2I1P1I10P7D8P7I36P1I2P1I1M4P1I21P
d2dw4a3 d2ivda2 14P1M1I1P2M9P1M1I2P3D1M1D8P7I1P4I7P1I4P1D24P2D1M13P6D5P
d2dx6a_ d2fg1a_ 1I1M6P1I7P3I11P1M14P1D11P2I1P2I11P1M2D2M11P3I1M5I20P1D33P1D1P2D7P1M11D
d2dx6a_ d2vria_ 16I1M10P1I2P2I1P1I38P4I14P3D9P3D2P3I15P3D1P1D1P1D26P2D3P2D20P3I
d2dxaa_ d2z0xa_ 1I1P4I12P1I9P1M3D1M25P2D1P1D1M22P1D78P
d2dy8a1 d2fmma_ 5D8I13P1D1M4D12P2D27P1M3D6I
d2dy8a1 d3r93a_ 2D2M2D12P1D1P4D12P2D1P2I10P1D17P2D1I
d2dyja1 d2e7ga1 4I1P2I18P3I3P3M23P1M1I1M2I23P1M14P1M2D15I
d2dypd2 d2fcba1 1M17P1I12P1M1P2I7P1D1M3P2I3P4D9P1D2M9P7D1M11P2I
d2dypd2 d2fcba2 2D1M6P1D18P2I11P1D1M6P1I1P2D1M10P2M10P1D2M2D1M2P1D8P1I1P3I
d2dypd2 d2gysa2 4I6P1I4P1M3D2M2D11P4I1P1I9P4I1P2I8P2D8P2I1M1I2P1D12P4I2P1D1M12P1M4I
d2dypd2 d2gysa4 4I9P2D1P6D9P3D9P3I1P2I1P1I7P1M1D1M23P3I2P1M1D11P2D
d2dypd2 d2haza1 1I9P3D1P1M1P1M1D1P1M8P1I1P1I1P3I10P4I9P1I1P1I1M1P2I1M5P1I1P1M2P1D11P1D2P2D12P1I1P2I
d2dypd2 d2hfta2 1M10P3D1P1M1D1M10P12I2P2I1M3I8P2I9P2D1M10P1D14P1M1I1M12P1D
d2dypd2 d2ibga1 5I9P3D1P1M1P2M11P2I1P1I1P2I9P5I9P1I9P1I1P1M2P1D12P1D1P2D7P6D
d2dypd2 d2ifga1 1M11P1D16P1M1I1P2M6P2M1D4I1M1D1I2M1I18P1I8P1M2D1M2D2M4P1D6P1I
d2dypd2 d2ij0c1 1D8P2D1I1M18P1I9P3I2P1I6P1I1P21I14P1M15P1I13P1I
d2dypd2 d2nxyb2 4D8P1M15P1M10P1I3M5P4D13P1M1I8P5D6P1D6P5I
d2dypd2 d2oz4a1 1D1M8P1D20P1D5P6D3P2I1M8P1D6P1I10P2M4D4I2M4P1D6P1I
d2dypd2 d2oz4a2 1M1P1I1P1I6P2D18P1M2I2P2I7P2D4P1M1P1I1P1I1P4I11P1I1M12P2D1P2D1P1M4P1D5P1I1P1I
d2dypd2 d2q3za3 1D11P1D4P1D11P5I1M1I1M7P1M3D4I1M5P4I1M5I8P1D3P2M10P1D1P2M1D3P1D2P1D5P1D
d2dypd2 d2rb8a_ 1I1M5P1I5P3D4P1D8P1I12P4I2P1I8P1M11P1M11P2D1P1D7P1D5P1I1P1I
d2dypd2 d2vkwa2 1D9P1D1P3M2P2D9P1I1P3I10P4I2P1M6P3M22P1D1P1M2D13P
d2dypd2 d2yxma_ 1I1M2I2P1M1P2I3P1M2D1M15P1D4P1I7P1D5P6I2M1P1I14P1M8P8D5P1D6P1I
d2dypd2 d3b5ha1 1M8P2D1I1M17P2I11P2I5P9I1M1I1P1M15P1I10P1D1M3D2M4P1D6P1I
d2dypd2 d3d85d3 6P1I4P4D1P3D9P1I1P1I1P3I1P3I9P1M1D1M6P2D1M6P1D2P2D15P1M6P1D4P2D
d2dypd2 d3n1fc_ 1M8P3D3P2M1P1M10P1I10P3I1P4I9P1M7P1I1P1M2P1D11P1D2P2D12P1I1P
d2dyrb2 d3dtub2 5I48P4I2P1I40P
d2e0qa_ d2f51a_ 3I6P1M2I1M1P1I69P4I11P1D12P2D
d2e0qa_ d2fwha_ 3I6P1I7P1I2P1I1M20P1I2P2M2I1P1D2P1I11P2I2P2I20P1I5P2I19P3D
d2e0qa_ d2i4aa_ 3I13P1I32P1I57P2D
d2e0qa_ d2pu9c_ 6I13P1I3P1I40P1I34P1D12P1D
d2e0qa_ d2qgva_ 14I27P2I13P2M1D1P2I1M1I1M8P1D3P1I34P1I2P2M1P3M1P1D1M1D
d2e0qa_ d2vima_ 6P1I10P2I74P1D11P2D
d2e0qa_ d2vm1a_ 3I4P1I12P4I74P1D12P1D
d2e0qa_ d2voca_ 1I15P1D30P1I58P5I
d2e0qa_ d3gixa_ 3I4P1I9P1I4P1I30P1I36P9I7P1I13P1M20I
d2e0qa_ d3gnja_ 5I13P2I1P1M1P1D29P1I57P1M
d2e0qa_ d3h79a_ 4I13P1I1P1M31P4I1P2I31P2I8P2M14P2D
d2e0qa_ d3m9ja_ 1I6P1I10P2I74P1D11P2D
d2e0qa_ d3tcoa_ 3I46P1I56P2D
d2e11a_ d3ivza_ 3D30P1M1I17P1I1P2I4P1I4P1I28P1M24P1D1P1D10P1I28P2M1D1M1P5D12P2D2P1D27P1D23P1I15P2M1P1M1P2I1M8P1M1I2M1D1I
d2e1fa_ d2hbja1 3D12I1M3D1M52P1I3P3M20P1M7D2I
d2e29a1 d2hzca_ 10D2P1I1P1I1P1I25P1M1I1M1I1P3I1M11P1M7P1I10P1D1P1I3P4I7P1D
d2e2aa_ d2uubt1 6I1M56P22D2M1D1I5M17P11I
d2e2aa_ d3k1sa_ 2D4I1M101P3I
d2e2aa_ d3l8ra_ 102P2D
d2e2aa_ d3ldqb_ 3I1M33P12I26P2D2P3D2P1M3P3M1P1D1M20P3M2D
d2e2ra_ d2r40d1 2I2M3I1M11P2I4P4I1P1M1I2P1M1P6D56P2M57P1D31P1I1M1I3P1I34P1D8P2M1D
d2e2ra_ d2xhsa_ 8I1M14P2I2P2I2P2I2P2I3P1I3P1M3D56P5M1P2M1D1I2M3I2M1P2M1D2M2D2I2M35P1M33P1M46P1M
d2e2ra_ d3a40x_ 5I2M3I1M11P2I3P2I1P1I3P1I1M2P1D2M2P9I1P3I57P1M6P1D2P2I16P1I32P1M32P2I1P1M33P2I11P3D
d2e2ra_ d3ilza_ 15I2M3I1M11P2I3P1M6I6M1D1I3M1I1M11I58P1M8P1M48P1M30P4M32P1I1M13P1M1I
d2e2ra_ d3olla_ 2D3I1M21P1D85P1I39P2M1I1M4I26P2I3P1I45P1D
d2e2ra_ d3plza_ 1D14P1I2P2I1P1M1I1M1P2I4M1P4D1M56P2I9P1I14P2I35P1M79P2D
